timestamp,rfid,weight,image
Mon Jul 12 17:23:26 2021,0,0.00,/home/pi/Desktop/data/image/120721-172320.jpg
Mon Jul 12 17:23:34 2021,0,0.11,/home/pi/Desktop/data/image/120721-172328.jpg
Mon Jul 12 17:24:30 2021,0,0.00,/home/pi/Desktop/data/image/120721-172424.jpg
Mon Jul 12 17:39:46 2021,0,0.00,/home/pi/Desktop/data/image/120721-173940.jpg
Mon Jul 12 17:40:01 2021,0,0.00,/home/pi/Desktop/data/image/120721-173955.jpg
Mon Jul 12 17:40:12 2021,0,255.84,/home/pi/Desktop/data/image/120721-174006.jpg
Mon Jul 12 17:40:22 2021,0,0.00,/home/pi/Desktop/data/image/120721-174016.jpg
Mon Jul 12 17:40:31 2021,0,255.86,/home/pi/Desktop/data/image/120721-174025.jpg
Mon Jul 12 17:41:21 2021,0,255.88,/home/pi/Desktop/data/image/120721-174116.jpg
